state,park,recreation_visitors,recreation_visitors_percent_change,recreation_visitor_days,recreation_visitor_days_percent_change,non_recreation_visitors,non_recreation_visitors_percent_change,recreation_visitor_hours,recreation_visitor_hours_percent_change,non_recreation_visitor_hours,non_recreation_visitor_hours_percent_change,concessioner_lodging_overnights,concessioner_lodging_overnights_percent_change,concessioner_camping_overnights,concessioner_camping_overnights_percent_change,tent_overnights,tent_overnights_percent_change,recreation_vehicle_overnights,recreation_vehicle_overnights_percent_change,back_country_overnights,back_country_overnights_percent_change,non_recreation_overnights,non_recreation_overnights_percent_change,misc_overnights,misc_overnights_percent_change,total_recreation_visitors,total_recreation_visitors_percent_change,total_recreation_visitor_days,total_recreation_visitor_days_percent_change,total_non_recreation_visitors,total_non_recreation_visitors_percent_change,total_recreation_visitor_hours,total_recreation_visitor_hours_percent_change,total_non_recreation_visitor_hours,total_non_recreation_visitor_hours_percent_change,total_concessioner_lodging_overnights,total_concessioner_lodging_overnights_percent_change,total_concessioner_camping_overnights,total_concessioner_camping_overnights_percent_change,total_tent_overnights,total_tent_overnights_percent_change,total_recreation_vehicle_overnights,total_recreation_vehicle_overnights_percent_change,total_back_country_overnights,total_back_country_overnights_percent_change,total_non_recreation_overnights,total_non_recreation_overnights_percent_change,total_misc_overnights,total_misc_overnights_percent_change,grand_total_recreation_visitors,grand_total_recreation_visitors_percent_change,grand_total_recreation_visitor_days,grand_total_recreation_visitor_days_percent_change,grand_total_non_recreation_visitors,grand_total_non_recreation_visitors_percent_change,grand_total_recreation_visitor_hours,grand_total_recreation_visitor_hours_percent_change,grand_total_non_recreation_visitor_hours,grand_total_non_recreation_visitor_hours_percent_change,grand_total_concessioner_lodging_overnights,grand_total_concessioner_lodging_overnights_percent_change,grand_total_concessioner_camping_overnights,grand_total_concessioner_camping_overnights_percent_change,grand_total_tent_overnights,grand_total_tent_overnights_percent_change,grand_total_recreation_vehicle_overnights,grand_total_recreation_vehicle_overnights_percent_change,grand_total_back_country_overnights,grand_total_back_country_overnights_percent_change,grand_total_non_recreation_overnights,grand_total_non_recreation_overnights_percent_change,grand_total_misc_overnights,grand_total_misc_overnights_percent_change
Arizona,Tumacacori NHP,"35,256",-6.91%,"4,407",-25.46%,0,,"52,885",-25.46%,0,,0,,0,,0,,0,,0,,0,-100.00%,0,,Subtotal Arizona,"11,254,081",4.11%,"8,604,301",3.79%,"5,413,142",3.06%,"103,251,732",3.79%,"3,077,385",8.96%,"704,624",15.97%,"191,242",24.74%,"137,476",,"132,962",,"309,829",-3.24%,195,,"165,376",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Arizona,Tuzigoot NM,"108,283",5.19%,"9,023",5.19%,0,,"108,283",5.19%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"11,254,081",4.11%,"8,604,301",3.79%,"5,413,142",3.06%,"103,251,732",3.79%,"3,077,385",8.96%,"704,624",15.97%,"191,242",24.74%,"137,476",,"132,962",,"309,829",-3.24%,195,,"165,376",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Arizona,Walnut Canyon NM,"187,205",22.72%,"20,280",22.72%,480,0.00%,"243,366",22.72%,240,0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"11,254,081",4.11%,"8,604,301",3.79%,"5,413,142",3.06%,"103,251,732",3.79%,"3,077,385",8.96%,"704,624",15.97%,"191,242",24.74%,"137,476",,"132,962",,"309,829",-3.24%,195,,"165,376",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Arizona,Wupatki NM,"220,205",2.09%,"73,401",2.09%,"6,513",-0.28%,"880,819",2.09%,"3,909",-0.28%,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"11,254,081",4.11%,"8,604,301",3.79%,"5,413,142",3.06%,"103,251,732",3.79%,"3,077,385",8.96%,"704,624",15.97%,"191,242",24.74%,"137,476",,"132,962",,"309,829",-3.24%,195,,"165,376",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Arkansas,Arkansas Post NMEM,"26,203",4.68%,"3,275",4.67%,0,,"39,303",4.67%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Arkansas,"4,471,452",0.53%,"1,389,368",6.48%,"160,722",,"16,672,461",6.48%,"183,221",,"3,392",,0,,"65,639",,"79,216",,"18,422",,0,,"29,369",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Arkansas,Buffalo NR,"1,686,348",8.83%,"750,969",10.11%,0,,"9,011,629",10.11%,0,,"3,392",-3.11%,0,,"64,871",31.36%,"36,059",5.99%,"18,422",-12.72%,0,32.70%,"29,369",,Subtotal Arkansas,"4,471,452",0.53%,"1,389,368",6.48%,"160,722",,"16,672,461",6.48%,"183,221",,"3,392",,0,,"65,639",,"79,216",,"18,422",,0,,"29,369",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Arkansas,Fort Smith NHS,"124,486",-7.88%,"13,797",-7.87%,0,,"165,567",-7.88%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Arkansas,"4,471,452",0.53%,"1,389,368",6.48%,"160,722",,"16,672,461",6.48%,"183,221",,"3,392",,0,,"65,639",,"79,216",,"18,422",,0,,"29,369",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Arkansas,Hot Springs NP,"2,461,812",-1.64%,"598,394",4.84%,"160,722",6.79%,"7,180,736",4.84%,"183,221",6.79%,0,,0,,768,2642.86%,"43,157",95.62%,0,,0,,0,,Subtotal Arkansas,"4,471,452",0.53%,"1,389,368",6.48%,"160,722",,"16,672,461",6.48%,"183,221",,"3,392",,0,,"65,639",,"79,216",,"18,422",,0,,"29,369",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Arkansas,Little Rock Central High School NHS,"63,767",8.87%,"5,313",8.87%,0,,"63,767",8.87%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Arkansas,"4,471,452",0.53%,"1,389,368",6.48%,"160,722",,"16,672,461",6.48%,"183,221",,"3,392",,0,,"65,639",,"79,216",,"18,422",,0,,"29,369",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Arkansas,Pea Ridge NMP,"102,621",-40.18%,"17,103",-40.18%,0,,"205,244",-40.18%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Arkansas,"4,471,452",0.53%,"1,389,368",6.48%,"160,722",,"16,672,461",6.48%,"183,221",,"3,392",,0,,"65,639",,"79,216",,"18,422",,0,,"29,369",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Arkansas,President W.J. Clinton Birthplace Home NHS,"6,215",23.71%,517,23.68%,0,,"6,215",23.71%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Arkansas,"4,471,452",0.53%,"1,389,368",6.48%,"160,722",,"16,672,461",6.48%,"183,221",,"3,392",,0,,"65,639",,"79,216",,"18,422",,0,,"29,369",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
California,Cabrillo NM,"845,912",4.41%,"105,420",4.41%,"81,792",0.00%,"1,265,044",4.41%,"20,447",0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal California,"39,405,196",8.82%,"19,433,000",9.60%,"441,321",-0.05%,"233,196,149",9.60%,"4,785,697",-1.42%,"889,500",,"57,906",,"841,047",,"529,222",,"316,884",,"7,852",,"164,790",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
California,Cesar E. Chavez NM,"26,641",121.88%,"1,109",121.80%,0,,"13,317",121.80%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal California,"39,405,196",8.82%,"19,433,000",9.60%,"441,321",-0.05%,"233,196,149",9.60%,"4,785,697",-1.42%,"889,500",,"57,906",,"841,047",,"529,222",,"316,884",,"7,852",,"164,790",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
California,Channel Islands NP,"262,581",-20.13%,"188,605",-46.80%,"7,852",-35.62%,"2,263,265",-46.80%,"188,448",-35.63%,0,,0,,0,,0,,"53,974",126.01%,"7,852",0.00%,"45,077",-8.60%,Subtotal California,"39,405,196",8.82%,"19,433,000",9.60%,"441,321",-0.05%,"233,196,149",9.60%,"4,785,697",-1.42%,"889,500",,"57,906",,"841,047",,"529,222",,"316,884",,"7,852",,"164,790",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
California,Death Valley NP,"1,440,421",31.00%,"867,844",27.28%,"57,328",29.82%,"10,414,131",27.28%,"85,990",29.82%,"27,282",59.60%,"2,638",-0.64%,"82,598",14.78%,"87,760",10.47%,"8,856",40.53%,0,5.31%,476,,Subtotal California,"39,405,196",8.82%,"19,433,000",9.60%,"441,321",-0.05%,"233,196,149",9.60%,"4,785,697",-1.42%,"889,500",,"57,906",,"841,047",,"529,222",,"316,884",,"7,852",,"164,790",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
California,Devils Postpile NM,"94,215",9.38%,"27,479",9.39%,0,,"329,753",9.39%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal California,"39,405,196",8.82%,"19,433,000",9.60%,"441,321",-0.05%,"233,196,149",9.60%,"4,785,697",-1.42%,"889,500",,"57,906",,"841,047",,"529,222",,"316,884",,"7,852",,"164,790",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
California,Eugene O'Neill NHS,"17,653",13.62%,"1,223",7.37%,0,-100.00%,"14,682",7.40%,0,-100.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal California,"39,405,196",8.82%,"19,433,000",9.60%,"441,321",-0.05%,"233,196,149",9.60%,"4,785,697",-1.42%,"889,500",,"57,906",,"841,047",,"529,222",,"316,884",,"7,852",,"164,790",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
California,Fort Point NHS,"1,189,908",31.67%,"56,808",32.42%,0,,"681,703",32.42%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal California,"39,405,196",8.82%,"19,433,000",9.60%,"441,321",-0.05%,"233,196,149",9.60%,"4,785,697",-1.42%,"889,500",,"57,906",,"841,047",,"529,222",,"316,884",,"7,852",,"164,790",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
California,Golden Gate NRA,"17,187,508",14.94%,"3,775,773",16.05%,0,,"45,309,286",16.05%,0,,"61,535",8.03%,0,,"4,760",-0.77%,0,,"1,392",-10.14%,0,15.36%,"8,907",,Subtotal California,"39,405,196",8.82%,"19,433,000",9.60%,"441,321",-0.05%,"233,196,149",9.60%,"4,785,697",-1.42%,"889,500",,"57,906",,"841,047",,"529,222",,"316,884",,"7,852",,"164,790",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
California,John Muir NHS,"45,753",-10.06%,"5,719",-10.06%,109,395.45%,"68,632",-10.06%,27,350.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal California,"39,405,196",8.82%,"19,433,000",9.60%,"441,321",-0.05%,"233,196,149",9.60%,"4,785,697",-1.42%,"889,500",,"57,906",,"841,047",,"529,222",,"316,884",,"7,852",,"164,790",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
California,Joshua Tree NP,"2,991,874",-8.52%,"1,484,040",-7.03%,"10,704",-12.05%,"17,808,480",-7.03%,"10,704",-12.05%,0,,0,,"194,464",-2.80%,"111,471",9.81%,"16,604",-4.55%,0,-6.84%,"71,818",,Subtotal California,"39,405,196",8.82%,"19,433,000",9.60%,"441,321",-0.05%,"233,196,149",9.60%,"4,785,697",-1.42%,"889,500",,"57,906",,"841,047",,"529,222",,"316,884",,"7,852",,"164,790",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
California,Kings Canyon NP,"699,389",8.76%,"1,948,108",7.09%,"25,305",4.46%,"23,377,306",7.09%,"101,220",4.46%,"33,935",94.59%,0,,"59,081",19.84%,"25,850",42.91%,"10,361",120.12%,0,43.08%,"1,302",,Subtotal California,"39,405,196",8.82%,"19,433,000",9.60%,"441,321",-0.05%,"233,196,149",9.60%,"4,785,697",-1.42%,"889,500",,"57,906",,"841,047",,"529,222",,"316,884",,"7,852",,"164,790",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
California,Lassen Volcanic NP,"357,651",-14.64%,"312,299",-8.85%,0,,"3,747,597",-8.85%,0,,0,,0,,"42,267",-3.39%,"23,775",11.76%,"1,130",-3.25%,0,-7.99%,"9,099",,Subtotal California,"39,405,196",8.82%,"19,433,000",9.60%,"441,321",-0.05%,"233,196,149",9.60%,"4,785,697",-1.42%,"889,500",,"57,906",,"841,047",,"529,222",,"316,884",,"7,852",,"164,790",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
California,Lava Beds NM,"127,563",-6.32%,"34,583",-10.43%,771,0.00%,"415,002",-10.43%,381,0.00%,0,,0,,"4,799",-22.36%,"2,826",-12.59%,2,-88.89%,0,-53.08%,381,,Subtotal California,"39,405,196",8.82%,"19,433,000",9.60%,"441,321",-0.05%,"233,196,149",9.60%,"4,785,697",-1.42%,"889,500",,"57,906",,"841,047",,"529,222",,"316,884",,"7,852",,"164,790",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
California,Manzanar NHS,"93,854",-10.97%,"11,731",-10.97%,0,,"140,781",-10.97%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal California,"39,405,196",8.82%,"19,433,000",9.60%,"441,321",-0.05%,"233,196,149",9.60%,"4,785,697",-1.42%,"889,500",,"57,906",,"841,047",,"529,222",,"316,884",,"7,852",,"164,790",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
California,Mojave NPRES,"424,864",-63.96%,"217,048",-63.36%,0,,"2,604,580",-63.36%,0,,0,,0,,"1,355",156.63%,"1,230",19.30%,0,,0,62.30%,"2,032",,Subtotal California,"39,405,196",8.82%,"19,433,000",9.60%,"441,321",-0.05%,"233,196,149",9.60%,"4,785,697",-1.42%,"889,500",,"57,906",,"841,047",,"529,222",,"316,884",,"7,852",,"164,790",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
California,Muir Woods NM,"792,494",-2.12%,"88,032",-2.12%,0,,"1,056,395",-2.12%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal California,"39,405,196",8.82%,"19,433,000",9.60%,"441,321",-0.05%,"233,196,149",9.60%,"4,785,697",-1.42%,"889,500",,"57,906",,"841,047",,"529,222",,"316,884",,"7,852",,"164,790",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
California,Pinnacles NP,"354,076",3.77%,"186,658",16.34%,0,,"2,239,900",16.34%,0,,0,,"43,913",36.29%,0,,0,,0,,0,,0,,Subtotal California,"39,405,196",8.82%,"19,433,000",9.60%,"441,321",-0.05%,"233,196,149",9.60%,"4,785,697",-1.42%,"889,500",,"57,906",,"841,047",,"529,222",,"316,884",,"7,852",,"164,790",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
California,Point Reyes NS,"2,371,800",4.57%,"922,230",4.76%,"25,788",0.00%,"11,066,761",4.76%,"25,788",0.00%,"6,883",29.21%,831,-40.60%,0,,0,,"57,235",-1.29%,0,,0,,Subtotal California,"39,405,196",8.82%,"19,433,000",9.60%,"441,321",-0.05%,"233,196,149",9.60%,"4,785,697",-1.42%,"889,500",,"57,906",,"841,047",,"529,222",,"316,884",,"7,852",,"164,790",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
California,Port Chicago Naval Magazine NMEM,930,21.73%,155,22.05%,0,,"1,860",21.73%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal California,"39,405,196",8.82%,"19,433,000",9.60%,"441,321",-0.05%,"233,196,149",9.60%,"4,785,697",-1.42%,"889,500",,"57,906",,"841,047",,"529,222",,"316,884",,"7,852",,"164,790",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
California,Redwood NP,"622,883",52.26%,"206,449",39.65%,"10,824",0.00%,"2,477,392",39.65%,"2,724",0.00%,0,,0,,"5,964",-9.00%,0,,"12,308",-6.00%,0,-46.04%,"1,520",,Subtotal California,"39,405,196",8.82%,"19,433,000",9.60%,"441,321",-0.05%,"233,196,149",9.60%,"4,785,697",-1.42%,"889,500",,"57,906",,"841,047",,"529,222",,"316,884",,"7,852",,"164,790",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
California,Rosie The Riveter WWII Home Front NHP,"34,913",-12.46%,"8,728",-12.46%,0,,"104,739",-12.46%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal California,"39,405,196",8.82%,"19,433,000",9.60%,"441,321",-0.05%,"233,196,149",9.60%,"4,785,697",-1.42%,"889,500",,"57,906",,"841,047",,"529,222",,"316,884",,"7,852",,"164,790",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
California,San Francisco Maritime NHP,"2,535,134",43.27%,"199,141",41.91%,0,,"2,389,697",41.91%,0,,0,,0,,0,,0,,0,,0,-47.60%,153,,Subtotal California,"39,405,196",8.82%,"19,433,000",9.60%,"441,321",-0.05%,"233,196,149",9.60%,"4,785,697",-1.42%,"889,500",,"57,906",,"841,047",,"529,222",,"316,884",,"7,852",,"164,790",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
California,Santa Monica Mountains NRA,"639,745",-15.75%,"92,665",-28.37%,"37,308",-24.87%,"1,111,988",-28.37%,"19,192",-24.35%,0,,0,,0,,0,,0,,0,,0,,Subtotal California,"39,405,196",8.82%,"19,433,000",9.60%,"441,321",-0.05%,"233,196,149",9.60%,"4,785,697",-1.42%,"889,500",,"57,906",,"841,047",,"529,222",,"316,884",,"7,852",,"164,790",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
California,Sequoia NP,"1,309,573",33.55%,"3,433,124",27.87%,"13,743",-0.25%,"41,197,495",27.87%,"54,972",-0.25%,"61,465",32.66%,0,,"82,036",45.00%,"62,752",44.17%,"23,439",198.62%,0,,3,,Subtotal California,"39,405,196",8.82%,"19,433,000",9.60%,"441,321",-0.05%,"233,196,149",9.60%,"4,785,697",-1.42%,"889,500",,"57,906",,"841,047",,"529,222",,"316,884",,"7,852",,"164,790",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
California,Tule Lake NM,"3,810",39.51%,337,64.39%,0,,"4,049",64.33%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal California,"39,405,196",8.82%,"19,433,000",9.60%,"441,321",-0.05%,"233,196,149",9.60%,"4,785,697",-1.42%,"889,500",,"57,906",,"841,047",,"529,222",,"316,884",,"7,852",,"164,790",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
California,Whiskeytown NRA,"812,244",-11.74%,"241,397",-13.66%,"5,875",-1.79%,"2,896,774",-13.66%,"11,277",-0.48%,0,,"10,524",7.65%,"7,634",12.40%,"2,342",22.30%,12,,0,1.86%,"7,494",,Subtotal California,"39,405,196",8.82%,"19,433,000",9.60%,"441,321",-0.05%,"233,196,149",9.60%,"4,785,697",-1.42%,"889,500",,"57,906",,"841,047",,"529,222",,"316,884",,"7,852",,"164,790",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
California,Yosemite NP,"4,121,807",5.77%,"5,016,295",15.63%,"163,922",2.34%,"60,195,540",15.63%,"4,264,527",0.45%,"698,400",23.47%,0,,"356,089",29.36%,"211,216",7.71%,"131,571",26.51%,0,-25.77%,"16,528",,Subtotal California,"39,405,196",8.82%,"19,433,000",9.60%,"441,321",-0.05%,"233,196,149",9.60%,"4,785,697",-1.42%,"889,500",,"57,906",,"841,047",,"529,222",,"316,884",,"7,852",,"164,790",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Colorado,Amache NHS,"4,771",,397,,336,,"4,771",,978,,0,,0,,0,,0,,0,,0,,0,,Subtotal Colorado,"7,227,859",-0.72%,"3,604,530",1.12%,"387,072",,"43,254,418",,"222,036",,"17,518",,0,,"197,168",,"154,021",,"68,936",,0,,"23,968",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Colorado,Bent's Old Fort NHS,"16,102",-18.34%,"2,348",-18.33%,0,,"28,179",-18.34%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Colorado,"7,227,859",-0.72%,"3,604,530",1.12%,"387,072",,"43,254,418",,"222,036",,"17,518",,0,,"197,168",,"154,021",,"68,936",,0,,"23,968",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Colorado,Black Canyon of the Gunnison NP,"335,862",-5.94%,"154,134",-3.57%,0,,"1,849,616",-3.57%,0,,0,,0,,"16,795",-2.63%,"12,577",-14.38%,"1,273",53.74%,0,,0,,Subtotal Colorado,"7,227,859",-0.72%,"3,604,530",1.12%,"387,072",,"43,254,418",,"222,036",,"17,518",,0,,"197,168",,"154,021",,"68,936",,0,,"23,968",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Colorado,Colorado NM,"488,038",0.38%,"122,037",-7.73%,"366,138",3.40%,"1,464,444",-7.73%,"183,068",3.40%,0,,0,,"13,775",-33.64%,"13,635",-12.63%,107,30.49%,0,,0,,Subtotal Colorado,"7,227,859",-0.72%,"3,604,530",1.12%,"387,072",,"43,254,418",,"222,036",,"17,518",,0,,"197,168",,"154,021",,"68,936",,0,,"23,968",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
